"ID"	"Gender"	"Age"	"Org_type"	"Role"	"info_work"	"info_org"	"info_vision"	"info_change"	"info_intracomm"	"info_mgmttrust"	"info_mgmttocow"	"info_cowtomgmt"	"org_openmind"	"org_intracommtrust"	"org_participation"	"org_gossip"	"org_discuss_mediaimage"	"org_discuss_news"	"org_discuss_meetings"	"org_email"	"org_discuss_socmedia"	"org_discuss_consumer"	"cow_com_dialogue"	"cow_com_criticism"	"cow_com_feedback"	"cow_com_checkinfo"	"cow_com_speakwell"	"rarversioncow_com_responsibility"	"extcomm"	"femcomm_performance"	"femcomm_mgmt"	"femcomm_opportunity"	"femcomm_support"	"femcomm_barriers"	"publicimage_competence"	"publicImage_responsibility"	"publicImage_openess"	"publicImage_efficiency"	"publicImage_credibility"	"publicImage_visibility"	"stakeholderimage_competence"	"stakeholderimage_responsibility"	"stakeholmderimage_openess"	"stakeholderimage_efficiency"	"stakeholderimage_credibility"	"stakeholderimage_visibility"	"mediaimage_correct"	"mediaimage_fair"	"mediaimage_nuance"	"socialmediaimage_correct"	"socialmediaimage_fair"	"socialmediaimage_nuance"	"mediaimage_feeling"	"mediaimage_workeffect"	"mediaimage_importance"	"mediaimage_reactions"	"mediaimage_fakenews"
69	1	1970	2	2	4	4	3	5	4	4	NA	NA	3	5	5	3	4	4	3	3	3	4	5	4	4	4	5	5	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	5	5	5	4	5	5	NA	NA	NA	NA	NA	NA	3	3	3	2	NA
70	2	1963	2	2	4	5	5	5	5	5	NA	1	5	5	5	1	4	4	5	4	3	5	5	4	4	5	5	4	5	NA	NA	NA	NA	NA	5	4	1	1	5	2	5	5	4	4	5	4	4	4	4	NA	NA	NA	4	4	5	4	4
71	2	1971	2	1	5	5	5	5	5	5	3	1	5	5	5	4	3	4	5	5	3	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	2	3	4	5	5	NA	4	4	NA	5	4	4	4	NA	NA	NA	5	3	5	5	4
72	1	1969	2	1	4	4	5	4	2	5	3	3	2	4	2	4	4	4	1	3	2	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	4	4	4	4	5	5	4	4	NA	4	4	4	4	NA	NA	NA	4	2	5	5	5
73	2	1975	2	2	5	4	4	5	2	4	4	2	2	4	4	4	2	2	4	2	1	2	4	4	4	5	4	2	3	NA	NA	NA	NA	NA	5	NA	2	2	2	2	5	4	4	4	4	4	2	2	2	2	2	2	2	3	3	4	5
74	2	1965	2	2	4	4	4	3	3	5	3	3	5	4	4	1	4	4	2	5	4	NA	4	4	4	4	5	4	4	NA	NA	NA	NA	NA	5	4	4	4	3	4	4	4	4	4	4	4	3	3	3	NA	NA	NA	4	4	3	1	3
75	1	1980	2	2	5	5	4	5	4	5	NA	NA	5	5	5	4	5	4	2	1	2	5	5	5	4	5	5	5	5	NA	NA	NA	NA	NA	5	5	4	4	4	4	5	5	4	4	5	3	4	4	4	NA	NA	NA	4	2	5	3	5
76	1	1968	2	1	4	4	3	3	4	4	2	2	4	5	5	4	5	5	5	4	3	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	4	4	2	4	4	5	4	4	3	4	4	4	4	4	2	2	2	4	3	4	4	5
77	2	1951	2	2	4	4	4	2	4	4	3	3	3	4	4	3	4	3	2	2	2	4	5	5	4	5	4	4	5	NA	NA	NA	NA	NA	3	3	3	3	3	3	5	5	4	4	5	4	2	2	2	NA	NA	NA	2	3	4	3	5
78	2	1969	2	2	4	4	4	2	2	4	4	3	4	4	4	4	5	4	3	3	1	4	4	5	4	5	5	2	4	NA	NA	NA	NA	NA	5	4	4	4	4	5	4	5	5	4	4	5	4	4	NA	NA	NA	NA	2	3	5	4	5
79	1	1973	2	2	4	2	1	2	2	4	5	3	4	5	5	4	3	3	2	1	1	3	4	5	5	5	4	1	4	NA	NA	NA	NA	NA	4	4	2	2	4	5	4	4	1	2	4	4	4	4	4	5	4	4	4	5	5	3	5
80	2	1971	2	1	3	2	3	2	1	2	5	5	1	3	3	4	2	3	4	2	1	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	4	3	1	3	3	4	4	4	4	4	4	4	4	4	3	NA	NA	NA	2	2	4	3	5
81	1	1978	2	2	4	3	3	2	2	3	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	5	NA	NA	NA	NA	NA	5	4	4	4	5	4	5	5	4	4	5	5	4	4	4	4	4	4	4	2	5	4	4
82	2	1955	2	2	5	5	5	5	5	5	NA	NA	3	5	5	4	5	5	3	5	NA	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	NA	NA	NA	4	4	5	4	5
83	2	1955	2	2	5	5	3	4	3	5	1	1	4	5	4	1	2	2	2	2	2	2	5	4	4	5	5	3	4	NA	NA	NA	NA	NA	5	5	NA	5	5	5	5	5	5	NA	5	5	5	5	5	5	5	5	4	3	3	4	4
84	1	1968	2	1	3	4	4	4	2	4	2	5	2	4	2	4	4	2	3	3	3	3	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	2	1	5	4	5	5	3	1	5	4	4	4	4	4	4	4	4	3	5	5	5
85	1	1968	2	2	2	2	5	4	3	5	4	NA	4	5	5	3	2	3	1	1	1	4	4	5	4	5	4	5	NA	NA	NA	NA	NA	NA	5	5	2	3	4	4	4	4	3	3	4	3	5	5	3	5	NA	NA	3	4	4	3	5
86	1	1986	2	2	2	4	5	4	1	4	4	5	2	5	4	5	1	1	1	1	1	4	4	5	4	4	4	4	4	NA	NA	NA	NA	NA	5	5	4	1	4	2	NA	NA	NA	NA	NA	NA	4	2	2	NA	NA	NA	2	2	5	2	3
87	2	1968	2	2	4	4	4	4	3	5	NA	NA	5	4	4	2	2	3	3	4	2	3	5	4	4	4	4	4	5	NA	NA	NA	NA	NA	5	4	4	4	4	4	4	4	4	4	4	4	4	3	4	NA	NA	NA	3	3	4	3	5
88	2	1959	2	2	5	5	4	5	4	4	NA	5	4	5	4	3	3	2	2	2	1	4	4	5	4	5	4	5	NA	NA	NA	NA	NA	NA	5	4	4	4	2	3	5	4	4	4	4	4	4	2	2	NA	NA	NA	3	3	5	3	4
89	1	1969	2	2	5	4	4	4	4	5	NA	NA	4	4	5	NA	5	5	3	5	NA	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	4	5	4	5	4	5	4	5	4	5	4	3	3	3	3	3	3	4	4	4	2	4
90	1	1987	2	2	2	2	4	4	2	4	5	2	3	4	2	5	4	2	2	2	2	4	4	3	4	5	4	2	4	NA	NA	NA	NA	NA	4	4	2	2	2	4	2	2	2	2	4	4	2	2	2	2	2	2	2	1	4	4	3
91	1	1954	2	2	5	5	5	5	5	5	1	1	5	5	5	1	5	4	4	5	4	5	5	1	4	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	3	3	3	3	3	NA	3	3	4	4
92	2	1950	2	2	5	5	4	5	4	5	1	1	4	5	4	3	3	3	4	5	3	4	5	5	5	4	4	4	5	NA	NA	NA	NA	NA	5	4	4	4	4	5	5	5	5	5	5	5	4	4	4	3	3	3	3	3	5	2	4
93	2	1960	2	2	4	4	3	5	4	4	2	2	4	4	4	2	5	5	4	3	NA	5	5	4	4	5	5	4	3	NA	NA	NA	NA	NA	5	5	4	5	4	5	5	5	4	4	5	5	4	4	4	NA	NA	NA	4	3	5	5	5
94	2	1971	2	1	4	4	5	4	3	5	3	1	5	5	5	3	4	4	4	5	4	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	4	5	4	4	4	5	5	4	5	5	4	5	4	4	5	3	4	4	3	5	3	4
95	1	1972	2	3	4	4	5	5	3	4	NA	NA	4	5	4	2	3	3	1	1	5	5	5	3	4	5	5	4	4	4	4	4	3	5	4	5	3	3	5	4	4	4	4	3	5	4	4	4	4	4	4	4	4	3	5	5	5
96	2	1975	2	2	4	5	5	4	3	4	2	1	5	5	5	2	4	3	2	2	1	3	4	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	4	4	5	5	5	5	5	4	5	5	4	4	4	4	4	4	5	5	4	5	5
97	2	1977	2	2	2	4	5	5	2	4	NA	NA	4	4	4	2	3	4	4	4	1	5	5	5	4	5	5	5	4	NA	NA	NA	NA	NA	4	5	2	3	4	4	NA	5	4	4	NA	5	2	2	2	NA	2	2	2	3	2	4	4
98	1	1977	2	2	4	3	2	2	2	3	3	1	4	4	5	3	2	1	4	4	1	5	5	4	2	3	3	3	3	NA	NA	NA	NA	NA	3	2	2	2	2	2	5	4	3	4	4	3	3	3	3	3	3	3	3	2	2	4	4
99	2	1951	2	2	5	4	4	3	4	5	1	1	5	5	4	1	4	4	3	3	1	1	5	5	4	4	4	1	3	NA	NA	NA	NA	NA	5	4	4	5	5	4	5	5	5	5	5	5	5	5	4	NA	NA	NA	3	3	1	2	5
100	1	1967	2	1	5	4	5	5	4	5	1	1	5	4	5	1	5	5	5	1	2	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	3	3	4	4	4	4	3	3	4	5	4	3	2	4	3	2	2	3	3	1	NA
101	1	1973	2	1	1	2	4	4	1	4	1	1	5	5	5	1	4	4	3	1	2	5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	5	4	4	4	2	5	5	5	4	5	2	4	4	2	4	4	2	2	2	4	4	4
102	1	1971	2	2	5	4	4	2	2	2	2	2	2	4	4	3	4	4	4	3	4	4	3	5	4	5	5	5	4	NA	NA	NA	NA	NA	5	4	4	4	4	4	5	4	4	4	NA	4	4	4	4	4	4	4	4	3	4	4	5
103	1	1955	2	2	5	5	5	5	4	5	NA	NA	5	5	4	1	4	4	5	5	NA	5	4	4	4	5	5	5	4	NA	NA	NA	NA	NA	5	5	5	4	5	4	5	5	5	4	5	4	5	5	5	NA	NA	NA	5	3	3	2	2
104	2	1966	2	2	5	4	4	5	4	5	NA	1	5	5	5	4	3	3	3	5	4	4	5	5	4	4	5	5	NA	NA	NA	NA	NA	NA	4	4	3	3	4	2	NA	5	5	4	5	5	3	3	4	NA	NA	NA	2	3	3	2	4
105	2	1974	2	1	4	4	3	3	4	4	4	1	3	4	5	2	4	3	5	5	1	3	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	2	4	4	5	5	5	2	5	4	5	5	2	2	2	3	3	4	3	5	3	5
106	2	1954	2	2	4	4	4	5	2	5	1	1	4	5	4	1	2	2	3	3	3	4	4	5	4	4	5	5	4	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	2	2	3	4	5	4	4	2	2	NA	NA	NA	3	3	3	2	5
107	1	1979	2	1	4	3	5	4	3	4	3	1	4	5	4	1	4	4	3	3	2	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	2	3	3	2	5	4	4	2	2	3	3	5	3	4	NA	NA	NA	4	3	5	4	5
108	2	1977	2	2	4	4	4	4	2	4	3	2	5	4	5	2	5	4	4	3	2	2	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	3	4	3	1	4	4
109	1	1965	2	2	2	2	2	2	1	3	NA	3	2	3	3	4	3	3	2	1	1	5	5	5	5	3	3	1	5	NA	NA	NA	NA	NA	4	2	4	3	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	1	1975	2	2	2	5	2	4	4	5	NA	1	5	5	5	1	4	3	4	1	1	1	5	5	5	5	5	2	NA	NA	NA	NA	NA	NA	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	3	2	2	5
111	1	1977	2	2	4	4	5	4	4	4	1	1	5	5	5	1	3	4	4	3	3	3	4	3	3	4	4	3	4	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	NA	4	3	3	3	5
112	2	1968	2	2	4	4	4	NA	NA	4	NA	1	4	5	4	NA	5	5	3	4	4	4	4	4	4	4	4	2	4	NA	NA	NA	NA	NA	5	5	4	5	4	2	5	5	4	5	NA	2	4	4	4	NA	NA	NA	2	2	4	4	5
113	2	1977	2	1	3	5	5	4	4	5	1	1	5	5	5	1	4	4	4	2	1	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	3	3	2	3	2	4	4	2	1	2	2	4	4	4	NA	NA	NA	2	2	NA	4	4
114	2	1965	2	1	4	2	4	2	3	2	NA	3	2	3	4	3	2	2	3	4	2	2	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	3	4	2	2	4	3	4	4	3	2	4	2	3	3	2	3	3	3	3	3	3	3	4
115	2	1977	2	2	NA	NA	NA	NA	NA	NA	NA	NA	5	5	5	3	4	4	4	5	2	NA	4	4	4	5	5	4	3	NA	NA	NA	NA	NA	5	4	2	4	5	4	5	5	5	5	5	2	NA	NA	NA	5	5	NA	5	3	5	4	5
116	2	1979	2	2	2	2	1	2	2	4	NA	1	3	4	3	3	4	4	2	2	1	4	4	4	3	4	NA	1	NA	NA	NA	NA	NA	NA	4	4	3	3	3	4	4	4	2	3	3	3	2	4	NA	NA	NA	NA	2	3	2	2	4
117	2	1966	2	2	5	4	4	4	3	5	1	1	4	5	4	2	4	4	4	2	2	5	4	4	4	5	5	5	4	NA	NA	NA	NA	NA	5	4	4	4	5	4	5	4	4	4	5	5	3	4	3	NA	NA	NA	3	2	5	3	3
118	1	1966	2	1	5	4	5	4	4	4	2	2	4	4	5	3	4	4	3	2	1	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	3	4	4	4	5	5	2	4	5	5	4	3	3	NA	NA	NA	3	3	3	4	5
119	1	1970	2	1	4	5	5	5	2	5	2	2	4	5	4	NA	5	5	2	3	5	2	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	4	2	5	4	5	5	4	3	5	5	4	2	2	4	2	4	2	2	5	5	5
120	1	1965	2	3	4	5	5	5	2	5	1	1	5	4	5	3	5	5	3	4	3	5	5	4	4	5	5	4	5	1	1	1	1	1	4	4	4	4	4	4	5	5	5	4	5	5	2	2	2	NA	NA	NA	2	2	5	2	5
121	2	1952	2	2	5	4	4	4	4	4	2	2	5	5	2	4	3	4	4	4	3	5	5	4	4	5	5	4	4	NA	NA	NA	NA	NA	5	5	5	5	4	4	5	5	5	4	5	4	4	4	4	NA	NA	NA	4	NA	NA	3	3
122	1	1972	2	3	4	3	3	4	1	4	4	4	1	4	2	5	5	5	3	3	5	3	3	5	4	5	4	5	5	3	3	2	NA	3	4	4	2	3	2	2	4	4	3	3	4	3	3	3	2	2	2	2	2	2	4	4	5
123	1	1978	2	2	4	2	4	2	1	2	4	3	4	5	3	4	2	4	2	3	2	1	4	4	3	5	4	3	4	NA	NA	NA	NA	NA	5	3	2	4	4	4	5	4	4	4	4	4	4	4	4	3	3	3	4	3	3	3	3
124	2	1976	2	2	4	3	NA	3	2	4	3	2	3	4	4	3	3	2	2	1	1	3	5	5	3	5	5	4	5	NA	NA	NA	NA	NA	5	5	4	3	4	3	5	5	4	4	5	4	4	2	2	NA	NA	NA	3	3	5	4	5
125	1	1958	2	2	2	2	4	4	4	4	4	1	2	4	4	1	2	2	2	2	1	5	3	3	3	3	3	3	4	NA	NA	NA	NA	NA	5	5	4	4	4	4	4	5	4	NA	5	4	4	4	4	NA	NA	NA	5	3	3	3	3
126	1	1950	2	2	5	4	3	2	4	5	1	NA	4	5	4	3	3	3	4	5	2	4	5	4	4	5	5	5	5	NA	NA	NA	NA	NA	5	4	NA	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	5
127	2	1951	2	2	4	4	4	4	3	3	3	3	5	5	5	4	4	3	3	3	NA	3	3	3	3	4	4	3	4	NA	NA	NA	NA	NA	5	4	3	3	4	3	5	5	4	4	5	5	4	4	4	4	4	4	4	3	3	3	3
128	2	1955	2	2	4	4	4	4	4	4	2	2	4	4	4	2	2	3	3	4	1	4	4	3	3	4	5	3	4	NA	NA	NA	NA	NA	4	3	3	2	3	4	4	4	3	4	4	4	4	4	3	NA	NA	NA	4	3	3	2	4
129	2	1965	2	2	3	4	4	5	NA	4	1	1	4	4	4	2	4	4	4	3	3	3	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	5	3	4	5	5	5	4	4	4	5	3	3	3	NA	NA	NA	4	3	4	3	4
130	2	1964	2	2	5	4	5	5	4	5	NA	NA	5	5	5	NA	4	5	5	5	3	5	5	5	4	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	5	5	5	3	5
131	1	1969	2	1	4	4	4	5	4	5	2	2	4	5	4	3	5	5	3	4	2	2	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	NA	4	4	4	4	5	3	5
132	2	1982	2	1	5	5	5	5	4	5	1	2	5	5	4	4	3	4	4	2	1	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	3	3	4	4	5	5	4	4	5	4	NA	NA	NA	4	3	2	2	2	5	3	5
133	2	1971	2	2	4	4	4	5	2	3	4	3	4	4	5	2	4	3	3	3	NA	4	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	4	1	5	5	5	5	4	2	5	4	4	4	3	NA	NA	NA	4	4	5	4	5
134	1	1980	2	2	4	2	4	2	2	4	2	2	2	5	4	2	5	4	3	4	3	5	5	5	5	4	5	4	5	NA	NA	NA	NA	NA	5	4	NA	4	4	2	4	4	4	4	4	4	4	4	4	4	NA	4	4	4	5	5	5
135	1	1964	2	2	2	4	4	3	2	4	2	2	4	4	1	3	4	4	3	2	4	4	4	5	4	5	4	4	4	NA	NA	NA	NA	NA	2	4	4	2	4	5	5	5	4	3	5	5	4	4	4	2	2	2	4	3	3	3	4
136	2	1961	2	1	4	4	5	5	4	5	3	2	5	5	5	1	5	5	3	5	2	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	5	4	4	3	5	4	5	3	4	4	5	4	3	4	NA	NA	NA	4	3	3	2	5
137	1	1983	2	2	4	4	4	4	3	5	4	4	4	5	4	4	4	4	3	2	3	4	4	5	4	5	5	4	5	NA	NA	NA	NA	NA	5	5	2	3	2	2	5	5	4	4	4	3	4	4	4	4	4	4	4	4	5	4	5
138	2	1980	2	2	1	4	2	2	2	1	1	1	1	1	1	5	3	2	2	1	1	3	4	3	3	4	5	5	2	NA	NA	NA	NA	NA	2	2	3	2	2	5	3	3	2	1	2	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA
139	2	1954	2	2	4	3	3	4	3	4	NA	NA	4	4	3	NA	4	4	1	1	1	1	4	3	4	4	NA	3	NA	NA	NA	NA	NA	NA	4	4	4	4	4	4	5	5	5	5	5	5	3	3	3	NA	NA	NA	3	3	3	NA	3
140	2	1972	2	1	4	4	5	4	4	5	4	4	4	5	4	4	4	4	4	3	3	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	4	2	5	4	5	4	4	2	5	4	4	2	5	2	2	5	3	2	4	4	5
141	2	1978	2	3	4	4	5	5	4	5	2	1	5	5	5	2	5	NA	2	1	5	5	5	4	4	4	5	5	4	NA	NA	NA	NA	NA	5	4	4	4	4	4	5	5	5	5	5	5	5	4	4	4	4	4	4	4	5	4	5
142	2	1950	2	1	NA	NA	NA	NA	NA	NA	NA	NA	4	4	5	4	3	4	5	2	3	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	4	4	NA	5	4	5	5	4	5	5	4	4	4	4	NA	NA	NA	4	4	5	3	5
143	2	1969	2	2	5	5	5	4	5	5	1	NA	4	5	5	3	4	2	2	5	NA	5	4	5	5	5	5	5	NA	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	NA	5	4	4	4	5	5	NA	5	2	5	2	4
144	2	1986	2	2	4	4	3	5	2	5	NA	NA	5	4	4	3	4	5	2	4	2	5	5	4	4	4	4	4	5	NA	NA	NA	NA	NA	5	4	3	3	4	5	4	4	4	3	4	4	3	3	3	NA	3	3	2	2	4	NA	4
145	2	1961	2	2	5	5	5	5	4	5	1	1	4	5	4	2	5	5	2	1	4	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	4	4	4	4	4	3	5	5	4	4	5	4	4	4	4	3	4	4	3	4	5	NA	5
146	2	1953	2	1	4	5	5	4	4	5	1	1	4	5	4	3	3	5	4	2	2	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	4	4	3	4	5	5	5	4	4	5	4	4	4	4	NA	NA	NA	4	3	5	4	5
147	1	1964	2	1	3	2	4	3	3	3	4	4	2	4	3	4	3	4	2	1	1	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	4	4	3	2	2	2	4	4	3	3	4	4	4	4	4	NA	NA	NA	3	3	1	1	5
148	2	1973	2	1	4	4	4	4	3	4	NA	NA	4	5	5	4	5	5	4	3	5	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	4	4	5	4	5	5	5	4	5	4	5	5	4	4	4	4	4	4	5	3	5
149	2	1975	2	1	4	4	5	4	4	5	1	1	4	5	5	4	3	3	2	2	2	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	4	4	4	3	5	5	5	3	4	5	4	4	4	NA	NA	NA	3	3	4	4	5
150	2	1966	2	2	4	4	4	4	4	4	4	2	4	5	2	3	3	3	3	4	1	3	4	4	5	4	4	4	3	NA	NA	NA	NA	NA	5	5	3	3	4	4	4	5	4	4	5	4	4	4	4	3	3	3	4	3	5	4	4
151	2	1975	2	1	4	4	4	4	3	4	2	2	4	4	4	3	2	2	4	1	2	3	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	5	4	4	4	5	5	5	4	4	5	5	5	4	4	4	4	5	4	4	2	3
152	2	1975	2	2	5	4	4	5	4	5	NA	NA	4	4	5	NA	4	4	4	4	5	5	5	5	4	4	5	5	4	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	NA	5	4	4	4	5	5	4	5	2	5	4	5
153	2	1969	2	2	4	4	5	4	2	3	3	3	5	4	5	3	3	3	4	3	1	5	4	5	3	5	4	4	4	NA	NA	NA	NA	NA	5	5	2	4	5	4	5	5	3	4	5	4	4	4	4	3	3	3	4	3	3	3	3
154	2	1970	2	1	4	4	4	4	2	3	3	2	4	4	4	4	4	5	4	1	5	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	5	5	2	4	4	5	5	5	4	5	4	4	4	4	3	2	2	5	5	5	4	5
155	2	1968	2	2	4	2	4	3	3	4	NA	NA	4	3	3	3	2	2	2	3	2	2	5	4	3	4	5	2	5	NA	NA	NA	NA	NA	2	4	3	2	3	2	2	4	3	2	3	2	4	4	4	NA	NA	NA	2	3	3	4	2
156	2	1952	2	2	5	4	4	4	4	5	1	1	4	5	5	1	4	4	4	4	1	5	5	5	4	5	5	5	4	NA	NA	NA	NA	NA	5	5	5	4	5	4	5	5	5	4	5	4	5	4	4	NA	NA	NA	4	3	5	2	5
157	1	1974	2	3	4	4	2	2	1	3	3	2	3	4	4	3	4	4	3	3	3	4	4	4	4	4	5	4	5	3	3	3	3	3	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	5	3	3
158	1	1964	2	2	4	4	4	4	2	5	3	3	4	5	5	2	2	2	4	2	2	5	5	4	4	5	4	5	5	NA	NA	NA	NA	NA	5	4	4	4	4	5	5	4	4	4	4	5	4	4	4	2	4	4	3	2	5	4	4
159	2	1958	2	2	4	4	4	3	3	4	4	3	3	4	4	4	4	3	3	3	2	4	5	5	4	4	4	5	4	NA	NA	NA	NA	NA	4	4	4	2	4	2	5	5	5	5	5	5	4	4	4	NA	NA	NA	3	3	4	4	5
160	2	1984	2	2	4	5	4	3	3	4	2	1	5	5	4	4	5	5	5	5	3	3	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	4	4	3	NA	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	4	4
161	2	1977	2	3	4	4	4	NA	2	3	2	2	4	3	3	3	4	4	2	3	2	3	4	4	2	4	3	5	4	2	3	2	3	3	4	3	3	2	4	2	5	4	4	3	5	4	4	3	3	3	4	NA	4	3	5	5	4
162	1	1981	2	1	4	5	4	5	2	4	3	2	4	5	4	4	5	5	2	2	1	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	2	2	3	2	5	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	2	2	4	2	3
163	2	1980	2	2	5	5	5	5	4	5	2	2	5	5	4	1	5	5	5	5	5	5	5	5	5	5	5	4	5	NA	NA	NA	NA	NA	4	3	3	2	3	2	5	4	4	4	4	4	4	2	3	4	2	2	2	2	4	4	5
164	2	1963	2	2	4	4	5	4	2	4	4	3	4	5	4	4	3	4	4	3	3	5	4	4	4	4	4	4	5	NA	NA	NA	NA	NA	4	5	4	3	5	5	5	4	4	4	5	4	4	4	3	NA	NA	NA	4	3	5	4	4
165	1	1969	2	2	4	4	5	4	3	4	4	2	4	4	4	3	4	4	4	4	3	5	5	5	5	4	5	5	5	NA	NA	NA	NA	NA	5	4	4	4	5	4	4	5	4	4	5	5	4	4	4	2	2	2	4	3	4	5	5
166	1	1984	2	2	5	3	5	4	4	5	NA	NA	5	NA	3	1	1	1	2	2	2	5	5	4	5	5	5	NA	5	NA	NA	NA	NA	NA	5	5	5	4	5	4	3	4	3	3	3	3	5	4	4	4	3	3	3	3	3	1	5
167	2	1968	2	2	4	4	5	5	5	5	NA	NA	4	4	5	3	4	4	2	2	2	5	5	5	5	NA	3	4	3	NA	NA	NA	NA	NA	4	4	2	2	4	5	NA	4	5	3	4	5	4	4	4	NA	NA	NA	NA	NA	NA	NA	4
168	1	1971	2	1	2	3	5	5	2	5	1	2	4	5	3	3	5	5	1	2	4	5	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4	4	2	2	2	4	5	5	4	3	4	4	4	4	4	2	2	1	3	4	5	5	5
169	2	1958	2	1	4	3	3	2	1	3	2	3	2	4	3	4	3	5	4	3	1	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	3	3	4	2	NA	4	4	4	1	3	NA	NA	NA	NA	NA	NA	NA	3	3	5	3	4
170	2	1955	2	1	5	5	5	5	2	5	1	2	4	5	2	2	5	5	5	1	1	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	5	4	4	5	4	5	5	4	5	5	4	5	4	4	NA	NA	NA	4	4	5	5	5
171	2	1979	2	1	5	3	5	4	2	4	NA	1	3	4	5	2	4	4	4	NA	3	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	4	3	4	4	4	5	5	4	4	5	4	4	4	4	NA	4	4	3	3	3	4	4
172	2	1966	2	1	4	2	4	3	2	3	NA	1	4	4	5	4	1	1	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	4	3	4	4	NA	NA	NA	NA	NA	NA	2	4	3	NA	NA	NA	NA	NA	NA	2	3
173	2	1965	2	2	4	4	2	3	3	4	5	3	4	4	4	2	3	3	3	4	NA	3	3	4	2	3	3	3	NA	NA	NA	NA	NA	NA	4	4	4	4	4	4	5	5	5	4	5	4	5	4	4	NA	NA	NA	3	3	4	2	3
