"ID"	"VAR00"	"VAR01_1_1"	"VAR01_2_1"	"VAR01_3_1"	"VAR01_4_1"	"VAR01_5_1"	"VAR01_6_1"	"VAR01_7_1"	"VAR02_1"	"VAR02_2"	"VAR02_3"	"VAR02_4"	"VAR02_5"	"VAR02_6"	"VAR02_7"	"VAR02_8"	"VAR03"	"VAR04_1_1"	"VAR04_2_1"	"VAR04_3_1"	"VAR04_4_1"	"VAR04_5_1"	"VAR04_6_1"	"VAR04_7_1"	"VAR05_1"	"VAR05_2"	"VAR05_3"	"VAR05_4"	"VAR05_5"	"VAR05_6"	"VAR05_7"	"VAR05_8"	"VAR06"	"VAR07_1_1"	"VAR07_2_1"	"VAR07_3_1"	"VAR07_4_1"	"VAR07_5_1"	"VAR07_6_1"	"VAR07_7_1"	"VAR08_1"	"VAR08_2"	"VAR08_3"	"VAR08_4"	"VAR08_5"	"VAR08_6"	"VAR08_7"	"VAR08_8"	"VAR09"	"VAR10_1_1"	"VAR10_2_1"	"VAR10_3_1"	"VAR10_4_1"	"VAR10_5_1"	"VAR10_6_1"	"VAR10_7_1"	"VAR11_1"	"VAR11_2"	"VAR11_3"	"VAR11_4"	"VAR11_5"	"VAR11_6"	"VAR11_7"	"VAR11_8"	"VAR12"	"VAR13_1_1"	"VAR13_2_1"	"VAR13_3_1"	"VAR13_4_1"	"VAR13_5_1"	"VAR13_6_1"	"VAR13_7_1"	"VAR14_1"	"VAR14_2"	"VAR14_3"	"VAR14_4"	"VAR14_5"	"VAR14_6"	"VAR14_7"	"VAR14_8"	"VAR15_1"	"VAR15_2"	"VAR15_3"	"VAR15_4"	"VAR15_5"	"VAR16"	"VAR17"	"VAR18"	"VAR19_1"	"VAR19_2"	"VAR19_3"	"VAR19_4"	"VAR19_5"	"VAR20"	"VAR21"	"VAR22"	"VAR23"	"VAR24"
82	1	30	10	20	0	5	5	30	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	45	20	20	0	5	5	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	5	20	10	0	60	5	0	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	70	5	10	2	3	10	0	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	60	5	10	5	10	10	0	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	2	3	3	2	4	4	4	1	1	2	1	2	1	4	4	3	3
83	1	30	15	25	10	15	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	20	10	NA	20	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	10	5	NA	30	5	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	2	3	3	3	3	4	2	2	2	2	2	1	2	3	8	2	1
84	1	38	10	20	1	20	10	1	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	38	10	20	1	15	10	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	4	4	4	1	1	2	1	2	1	4	5	1	3
85	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	30	30	15	5	10	10	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	30	15	5	10	10	0	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	30	30	15	5	10	10	0	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	1	1	2	2	3	5	4	2	1	2	1	1	2	3	4	2	1
86	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	30	15	13	2	20	10	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	20	13	2	20	10	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	1	1	1	1	4	5	5	2	1	2	1	2	4	4	4	1	3
87	1	30	0	30	5	30	5	0	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	30	5	0	25	10	0	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	5	5	5	2	1	2	1	1	2	3	4	1	5
88	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	60	20	15	NA	NA	5	NA	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	50	20	5	NA	20	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	40	5	NA	10	5	NA	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	999	999	1	2	2	4	5	5	2	2	2	1	2	2	4	4	1	3
89	1	40	5	20	5	10	10	10	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	50	15	15	0	15	5	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	5	4	4	2	1	2	1	2	3	3	4	1	5
90	1	25	5	27	5	25	8	5	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	25	5	20	5	15	20	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	2	5	3	1	1	2	2	2	2	4	5	1	2
91	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	25	NA	45	5	10	15	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	20	20	10	5	25	20	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	20	30	10	0	25	15	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	999	1	1	2	2	5	5	4	2	2	1	2	2	2	3	4	2	2
92	1	30	10	20	10	20	10	0	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	20	10	10	10	10	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	20	10	10	10	10	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	20	10	10	10	10	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	20	10	10	10	10	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	1	1	1	1	4	5	5	2	1	1	1	1	2	3	4	2	5
93	1	NA	NA	80	NA	NA	NA	20	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	999	999	999	999	4	5	5	2	2	1	2	2	4	3	4	1	5
94	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	50	0	30	0	10	1	9	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	10	80	NA	NA	5	NA	5	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	40	NA	10	40	NA	NA	10	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	1	45	NA	5	NA	50	NA	NA	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	999	1	999	1	1	4	5	5	2	1	2	1	2	2	3	4	1	3
95	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	30	5	20	1	30	9	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	3	999	999	999	5	5	5	2	1	2	1	1	1	3	5	1	3
96	1	30	15	30	0	15	5	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	25	15	30	NA	20	5	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	10	30	5	15	7	3	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	10	20	10	10	7	3	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	1	2	999	2	2	3	4	2	1	2	2	2	2	4	4	1	3
97	1	50	10	20	0	10	5	5	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	25	25	15	NA	25	10	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	25	15	15	5	25	10	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	25	15	5	10	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	35	10	35	5	5	5	5	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	2	2	3	5	3	2	1	2	2	2	2	4	4	2	2
98	1	50	15	10	5	20	NA	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	20	10	NA	20	NA	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	1	2	3	3	1	4	1	999	999	999	999	999	2	3	5	2	2
99	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	30	5	0	15	5	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	30	5	5	15	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	2	2	2	5	3	2	2	2	1	2	3	4	4	2	4
100	1	30	20	5	0	20	20	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	20	5	0	20	20	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	4	5	1	999	999	999	999	999	2	3	4	2	4
101	1	50	10	10	0	10	10	10	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	20	10	0	10	5	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	70	15	5	0	5	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	70	15	5	0	5	2	3	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	70	15	5	0	5	2	3	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	1	2	2	2	3	4	2	2	1	2	2	2	1	4	4	1	3
102	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	25	40	20	5	5	5	NA	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	25	40	20	5	5	5	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	999	999	3	999	3	1	1	2	2	1	2	2	2	4	2	5	2	3
103	1	24	10	28	5	18	10	5	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	35	6	25	8	12	10	4	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	30	17	20	5	15	10	3	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	0	20	3	10	4	13	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	999	2	2	2	5	5	2	1	2	1	2	3	4	4	1	2
104	1	60	10	10	5	10	2	3	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	60	20	10	2	2	5	1	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	2	999	999	999	4	5	4	2	2	1	2	2	2	4	4	1	3
105	1	50	10	25	5	5	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	10	25	5	5	5	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	55	15	15	5	10	NA	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	50	15	20	NA	10	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	2	1	1	3	2	2	2	2	2	1	3	3	4	2	4
106	1	40	30	15	2	10	2	1	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	40	30	10	3	7	9	1	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	2	2	2	3	5	3	2	1	2	2	2	2	3	4	2	3
107	1	20	0	20	10	20	20	10	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	20	0	30	10	20	20	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	1	1	1	1	5	5	5	2	1	2	1	2	4	4	4	1	3
108	1	40	30	10	5	10	5	0	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	1	40	30	10	5	10	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	999	999	999	2	5	1	999	999	999	999	999	1	3	4	2	4
109	1	40	5	15	5	15	10	10	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	2	2	2	4	4	4	1	2	2	1	2	2	2	4	2	3
110	1	30	15	25	5	8	10	7	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	30	15	25	5	8	10	7	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	2	2	2	2	5	5	5	2	1	1	1	2	2	3	4	1	3
111	1	20	15	20	10	15	15	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	20	15	20	10	15	15	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	2	999	999	999	5	4	4	2	1	2	2	2	2	4	4	1	3
112	1	40	10	18	9	15	8	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	999	999	999	999	5	5	4	1	1	2	2	1	3	4	4	2	3
113	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	25	NA	25	NA	25	15	10	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	35	20	NA	NA	15	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	25	10	10	15	15	10	15	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	999	999	1	1	1	4	5	1	999	999	999	999	999	2	4	5	2	3
114	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	72	2	20	2	2	2	NA	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	1	65	3	18	5	5	4	NA	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	999	1	2	999	999	2	5	1	999	999	999	999	999	3	2	4	2	3
115	1	NA	NA	NA	NA	NA	NA	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	NA	NA	NA	NA	NA	NA	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	20	20	20	10	20	10	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	10	30	20	10	20	10	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	5	40	20	10	20	5	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	3	3	2	2	2	4	5	4	1	1	2	1	2	2	3	2	2	6
116	1	35	15	20	5	10	15	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	999	999	999	999	1	5	4	2	1	2	1	2	2	4	5	1	4
117	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	20	10	0	20	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	20	10	0	20	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	15	10	0	25	10	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	40	15	20	0	20	5	NA	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	2	2	3	2	3	5	4	2	1	2	1	2	1	4	4	1	3
118	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	60	10	10	0	10	5	5	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	15	15	3	15	10	2	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	999	1	999	999	2	4	5	3	2	1	1	2	2	2	3	4	2	3
119	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	30	20	5	0	30	10	5	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	1	30	20	5	0	30	10	5	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	40	5	10	NA	30	10	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	1	2	2	2	1	5	1	999	999	999	999	999	2	3	4	2	3
120	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	40	NA	20	NA	20	NA	20	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	30	10	10	10	10	10	20	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	30	20	10	10	10	NA	20	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	30	10	10	10	10	10	20	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	1	2	2	2	1	2	5	1	1	2	1	2	2	3	4	2	2
121	1	NA	NA	NA	NA	NA	NA	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	1	NA	NA	NA	NA	NA	NA	NA	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	3	4	4	4	4	5	5	5	2	1	2	1	2	4	3	5	1	3
122	1	60	3	10	1	10	9	7	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	70	7	10	1	3	4	5	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	1	999	999	999	4	5	3	2	1	2	2	1	1	3	4	2	1
123	1	50	10	20	5	5	5	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	999	999	999	999	5	5	5	2	1	2	1	2	3	4	4	1	3
124	1	40	10	30	5	10	5	NA	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	40	5	30	5	10	10	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	30	NA	20	NA	20	NA	30	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	1	30	20	20	5	20	5	NA	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	1	40	10	20	10	20	NA	NA	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	1	1	2	2	3	4	5	1	999	999	999	999	999	3	4	4	2	3
125	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	25	50	5	0	10	5	5	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	1	20	50	5	0	20	5	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	2	NA	NA	NA	NA	NA	NA	NA	"999"	"999"	"999"	"999"	"999"	"999"	"999"	"999"	1	25	50	5	0	20	NA	NA	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	1	2	3	1	4	4	5	2	2	2	2	1	2	1	4	4	2	4
